id,title,vote_average,vote_count,status,release_date,revenue,runtime,budget,imdb_id,original_language,original_title,overview,popularity,tagline,genres,production_companies,production_countries,spoken_languages,cast,director,director_of_photography,writers,producers,music_composer,imdb_rating,imdb_votes,poster_path
1180455,"Water, Klimaat en Film",8.0,1.0,Released,1911.0,1.0,0.0,500.0,,nl,"Water, Klimaat en Film",,0.0071,,Documentary,,,Nederlands,"arnold aap, worm, iglo de ijsbeer, ben de omgehakte boom",M. Livier,,M. Livier,,,,,/aojtoiyrK3yUOKtUcbCtgnSdvIa.jpg
96128,Traffic in Souls,5.0,22.0,Released,1913.0,1800000.0,88.0,5700.0,tt0003471,en,Traffic in Souls,"A woman, with the aid of her police officer sweetheart, endeavors to uncover the prostitution ring that has kidnapped her sister, and the philanthropist who secretly runs it.",0.2861,,"Crime, Drama",Independent Moving Pictures Co. of America (IMP),United States of America,"No Language, English","William Welsh, Ethel Grandin, Luray Huntley, Irene Wallace, W.H. Bainbridge, Matt Moore, Millie Liston, Jane Gail, William Cavanaugh, Arthur Hunter, William Powers, William H. Turner, Howard Crampton",George Loane Tucker,,,,,6.0,797.0,/m1n4TslM0zpOZ3AEDdUifz964RC.jpg
572090,Neptune's Daughter,1.0,2.0,Released,1914.0,1000000.0,95.0,50000.0,tt0004391,en,Neptune's Daughter,"The daughter of King Neptune takes on human form to avenge the death of her young sister, who was caught in a fishing net. However, she falls in love with the king, the man she holds responsible.",0.5247,,Fantasy,Universal Film Manufacturing Company,United States of America,No Language,"Leah Baird, William Welsh, Mrs. Herbert Brenon, Annette Kellerman, Edmund Mortimer, Lewis Hooper, Edward Boring, Millie Liston, Katherine Lee, Mrs. Allen Walker, William E. Shay",Herbert Brenon,André Barlatier,Leslie T. Peacocke,,,5.5,72.0,/fdbrbj9VfYrOMGQQ0vbF4An08Sx.jpg
468031,The Rose of the Rancho,4.0,1.0,Released,1914.0,87028.0,50.0,16988.0,tt0004545,en,The Rose of the Rancho,"Esra Kincaid takes land by force and, having taken the Espinoza land, his sights are set on the Castro rancho. Government agent Kearney holds him off till the cavalry shows up and he can declare his love for Juanita, called “the Rose of the Rancho.”",0.858,The magnificent dramatic classic!,"Romance, Western, Adventure",Jesse L. Lasky Feature Play Company,United States of America,"English, No Language","Monroe Salisbury, William C. de Mille, Jack W. Johnston, Jane Darwell, Bessie Barriscale, James Neill, Dick La Reno, William Elmer, Sydney Deane, Jeanie Macpherson, Al Ernest Garcia",Cecil B. DeMille,,"David Belasco, Richard Walton Tully, Cecil B. DeMille",,,2.9,55.0,/eQbfgtvQsCXRCIhFSOXNkxhoSys.jpg
618,The Birth of a Nation,6.0,584.0,Released,1915.0,11000000.0,193.0,100000.0,tt0004972,en,The Birth of a Nation,"Two families, abolitionist Northerners the Stonemans and Southern landowners the Camerons, intertwine. When Confederate colonel Ben Cameron is captured in battle, nurse Elsie Stoneman petitions for his pardon. In Reconstruction-era South Carolina, Cameron founds the Ku Klux Klan, battling Elsie's congressman father and his African-American protégé, Silas Lynch.",2.0239,The Fiery Cross of the Ku Klux Klan!,"Drama, History, War","Epoch Film Co., D.W. Griffith Productions, Epoch Productions",United States of America,No Language,"Mary Alden, Sam De Grasse, Monte Blue, Fred Burns, Robert Harron, Eugene Pallette, Harry Braham, George Beranger, Jules White, Bob Burns, George Siegmann, Dark Cloud, Betty Marsh, Leonore Cooper, Donald Crisp, Spottiswoode Aitken, Josephine Crowell, Donna Montran, Jennie Lee, Henry B. Walthall, Olga Grey, Violet Wilkey, Tom Wilson, Madame Sul-Te-Wan, Charles Stevens, Willam Freeman, Edmund Burns, Wallace Reid, Raoul Walsh, Peggy Cartwright, Miriam Cooper, Mae Marsh, Howard Gaye, Alma Rubens, Allan Sears, Walter Long, Elmo Lincoln, Joseph Henabery, David Butler, Edward Burns, Elmer Clifton, Maxfield Stanley, John Ford, Alberta Lee, Mary Wynn, Ralph Lewis, Charles Eagle Eye, William De Vaull, Lillian Gish",D.W. Griffith,"Joseph Carl Breil, Billy Bitzer","Thomas F. Dixon Jr., D.W. Griffith, Frank E. Woods","D.W. Griffith, H.E. Aitken","Jon Mirsalis, D.W. Griffith",6.1,28281.0,/pNpOXpQI5GSUfiWypubYtMh9928.jpg
70368,The Cheat,6.0,70.0,Released,1915.0,137365.0,59.0,17311.0,tt0005078,en,The Cheat,"A venal, spoiled stockbroker's wife impulsively embezzles $10,000 from the charity she chairs and desperately turns to a Burmese ivory trader to replace the stolen money.",0.9938,,Drama,"Jesse L. Lasky Feature Play Company, Paramount Pictures",United States of America,No Language,"Arthur H. Williams, Fannie Ward, Dana Ong, Raymond Hatton, Lucien Littlefield, Dick La Reno, Jack Dean, James Neill, Hazel Childers, Yutaka Abe, Sessue Hayakawa",Cecil B. DeMille,Alvin Wyckoff,"Jeanie Macpherson, Hector Turnbull","Jesse L. Lasky, Cecil B. DeMille",,6.5,3068.0,/1cnktg7gG1HutqKQ47jgcAWsP9R.jpg
563508,Temptation,0.0,0.0,Released,1915.0,102437.0,60.0,22472.0,tt0006140,en,Temptation,Opera singer Renee Dupree is in love with struggling composer Julian who falls very seriously ill. She goes to impresario Mueller for the money Julian needs but is saved from sacrificing her virtue when a jealous lover kills Mueller.,1.225,,"Drama, Romance",Jesse L. Lasky Feature Play Company,United States of America,No Language,"Sessue Hayakawa, Pedro de Cordoba, Raymond Hatton, Elsie Jane Wilson, Theodore Roberts, Geraldine Farrar",Cecil B. DeMille,Alvin Wyckoff,"Hector Turnbull, William C. de Mille",,,5.1,30.0,/xGCPx44te2cJqpYXmxJm4DeOmYz.jpg
402388,The Girl of the Golden West,5.5,6.0,Released,1915.0,102224.0,45.0,15110.0,tt0005393,en,The Girl of the Golden West,"A saloon hostess loves Ramerrez, a notorious highwayman. Sheriff Jack Rance, who loves the girl too, instigates a card game that will determine the fate of all three of them. If she wins, the girl's lover will go free; but if she loses…",0.766,,"Western, Romance",Jesse L. Lasky Feature Play Company,United States of America,"English, No Language","Richard L'Estrange, Sydney Deane, William Elmer, Tex Driscoll, House Peters, Theodore Roberts, Raymond Hatton, Mabel Van Buren, Anita King, Jeanie Macpherson",Cecil B. DeMille,,"David Belasco, Cecil B. DeMille",Cecil B. DeMille,,5.2,103.0,/nXhoKALkoyZ1CGpK9cHhKQHVqN8.jpg
30266,"20,000 Leagues Under the Sea",6.2,61.0,Released,1916.0,8000000.0,99.0,200000.0,tt0006333,en,"20,000 Leagues Under the Sea","Captain Nemo has built a fantastic submarine for his mission of revenge. He has traveled over 20,000 leagues in search of Charles Denver - a man who caused the death of Princess Daaker. Seeing what he had done, Denver took the daughter to his yacht and sailed away.",0.9382,The First Submarine Photoplay Ever Filmed,"Adventure, Drama, Action, Science Fiction",The Universal Film Mfg. Co.,United States of America,No Language,"Leviticus Jones, Wallace Clarke, Dan Hanlon, Joseph W. Girard, Jane Gail, Lois Alexander, Martin Murphy, Ole Jansen, William Welsh, Howard Crampton, Edna Pendleton, Matt Moore, Curtis Benton, Allen Holubar",Stuart Paton,"Friend Baker, J. Ernest Williamson, Milton Loryea",Jules Verne,Carl Laemmle,,6.1,2243.0,/edY5eDCC08OUKjS0k7zWUxYM9BB.jpg
3059,Intolerance: Love's Struggle Throughout the Ages,7.1,371.0,Released,1916.0,1750000.0,197.0,385907.0,tt0006864,en,Intolerance: Love's Struggle Throughout the Ages,"The story of a poor young woman, separated by prejudice from her husband and baby, is interwoven with tales of intolerance from throughout history.",1.3826,The Cruel Hand of Intolerance,"Drama, History","Triangle Film Corporation, Wark Producing Corp.",United States of America,No Language,"Olga Grey, Alberta Lee, Karl Brown, Gino Corrado, Edward Burns, Peggy Cartwright, Elmer Clifton, Owen Moore, Mae Marsh, Margery Wilson, Tom Wilson, Winifred Westover, Frank Borzage, Jennie Lee, Kate Bruce, Grace Wilson, Miriam Cooper, Sam De Grasse, Erich von Stroheim, Robert Harron, King Vidor, Natalie Talmadge, Julia Mackley, Frank Bennett, William Courtright, Dore Davidson, Frank Campeau, Max Davidson, Howard Gaye, George Walsh, Noble Johnson, Francis Carpenter, Seena Owen, George Siegmann, Raymond Wells, Eugene Pallette, Joseph Henabery, Kitty Bradbury, Wilfred Lucas, Mary Alden, Maxfield Stanley, Clarence Geldart, Donald Crisp, Walter Long, Elmo Lincoln, Russell Hicks, 'Baby' Carmen De Rue, Eve Southern, Frank Brownlee, Daisy Jefferson, Carmel Myers, Lillian Langdon, Herbert Sutch, Madame Sul-Te-Wan, Nigel De Brulier, Constance Collier, Constance  Talmadge, Erich von Ritzau, Lloyd Ingraham, F.A. Turner, Monte Blue, John P. McCarthy, Tod Browning, Ruth Darling, Alma Rubens, Tammany Young, Allan Sears, Tully Marshall, Douglas Fairbanks, Spottiswoode Aitken, Carol Dempster, Clyde E. Hopkins, Marguerite Marsh, Jewel Carmen, Julia Faye, Ethel Grey Terry, Loyola O'Connor, Edward Dillon, Virginia Lee Corbin, W.E. Lawrence, Pauline Starke, Sylvia Ashton, David Butler, Billy Quirk, George Fawcett, Francis McDonald, Mildred Harris, Dell Henderson, Vester Pegg, Wallace Reid, Ruth Handforth, W.S. Van Dyke, DeWolf Hopper Sr., Chandler House, Pearl Elmore, Lillian Gish, Alfred Paget, Vera Lewis, Herbert Beerbohm Tree, Ralph Lewis, Hal Wilson, Carl Stockdale, William H. Brown, Taylor N. Duncan, George Beranger, Josephine Crowell, Bessie Love",D.W. Griffith,Billy Bitzer,"Anita Loos, D.W. Griffith, Frank E. Woods, Tod Browning",,,7.6,17955.0,/lJCabs4TMOsKfnl0BmA5Hf16Ezb.jpg
278480,A Daughter of the Gods,3.3,3.0,Released,1916.0,1390000.0,180.0,1000000.0,tt0006568,en,A Daughter of the Gods,A sultan agrees to help an evil witch destroy a mysterious beauty if the witch will bring his young son back to life. A lost film.,0.12,,"Fantasy, Drama",Fox Film Corporation,United States of America,No Language,"Annette Kellerman, Hal De Forrest, William E. Shay",Herbert Brenon,André Barlatier,Herbert Brenon,William Fox,,6.6,75.0,/8xoKYA7UgGDBUlderoMxuJw65H0.jpg
563515,Maria Rosa,0.0,0.0,Released,1916.0,102768.0,50.0,18575.0,tt0007038,en,Maria Rosa,"Ramon loves Catalonian peasant Maria Rosa. He uses a knife belonging to her love Andreas to kill fisherman Pedro, so Andreas goes to jail for ten years. Maria will wait for him, but Ramon convinces her Andreas dies in prison so she agrees to marry him. On their wedding day Ramon is paroled. Maria then stabs Ramon.",0.2459,,Drama,Jesse L. Lasky Feature Play Company,United States of America,No Language,"Geraldine Farrar, Ernest Joy, James Neill, Anita King, Horace B. Carpenter, Pedro de Cordoba, Wallace Reid",Cecil B. DeMille,,"Guido Marburg, Wallace Gilpatrick, William C. deMille, Àngel Guimerà",,,6.8,35.0,/oQ7rwltEtD8cwrMWGwPT4TNRayA.jpg
1218366,Keechaka Vadham,0.0,0.0,Released,1917.0,601.0,0.0,421.0,tt22264344,ta,கீச்சக வதம்,"This film is a story from the Mahabharatam where Draupadi, the wife of the Pandavas, resists the advances of Keechaka, a lustful general in the court of King Virata. The confrontation leads to Keechaka's death, highlighting Draupadi's resilience during the Pandavas' exile.",0.0881,,"History, Drama, War","Indian Film Co. Madras., The Indian Film Company",India,No Language,"Raja Muldaliar, U. R. Jeevarathnam",R. Nataraja Mudaliar,R. Nataraja Mudaliar,"C. Rangavadivelu, R. Nataraja Mudaliar",R. Nataraja Mudaliar,,,,/zJRgA0kiUchvV8qyct6lBIy2xW1.jpg
54242,Mickey,6.5,17.0,Released,1918.0,8000000.0,71.0,250000.0,tt0009369,en,Mickey,"Mickey, an orphan who has been brought up in a mining settlement, is sent to New York to live with her aunt.",0.1709,"She's all girl, but not used to Society Manners. She's a Hoyden, but her heart's pure gold. She'll exhilarate you, win you. The critic says this is the greatest comedy drama of the year.","Comedy, Drama",Mabel Normand Feature Film Company,United States of America,English,"Wheeler Oakman, Lew Cody, Mabel Normand, George Nichols, Tom Kennedy, Laura La Varnie, Minnie Devereaux, Minta Durfee","F. Richard Jones, James Young",,J.G. Hawks,"Mack Sennett, Mabel Normand",,6.1,1222.0,/imTS4ldQU9YnTbpPEhybrDVwHqr.jpg
132410,The Ghost of Slumber Mountain,6.0,10.0,Released,1918.0,3000.0,16.0,3000.0,tt0009105,en,The Ghost of Slumber Mountain,"In a dream Uncle Jack looks through a magic telescope owned by the ghost of a hermit and sees what life was like millions of years ago, including a battle between prehistoric monsters.",0.354,"These giant monsters of the past are seen to breathe, to live again, to move and battle as they did at dawn of life.","Fantasy, Animation, Horror",Herbert M. Dawley Production,United States of America,No Language,"Chauncey A. Day, Alan V. Day, Willis H. O'Brien, Herbert M. Dawley",Willis H. O'Brien,,"Willis H. O'Brien, Herbert M. Dawley",Herbert M. Dawley,,6.0,436.0,/nxud9gQINYrm19enWFmgTnqprtg.jpg
278093,The Miracle Man,4.5,2.0,Released,1919.0,3600000.0,80.0,120000.0,tt0010466,en,The Miracle Man,"A gang of crooks evade the police by moving their operations to a small town. There the gang's leader encounters a faith healer and uses him to scam gullible public of funds for a supposed chapel. But when a real healing takes place, a change comes over the gang. Lost film, only the most famous scene has survived.",0.135,The photoplay that reaches the soul,Drama,"Paramount Pictures, Mayflower Photoplay Company",United States of America,No Language,"Kisaburō Kurihara, T.D. Crittenden, Elinor Fair, Betty Compson, Lon Chaney, F.A. Turner, Tula Belle, J.M. Dumont, Thomas Meighan, Lucille Hutton, Ruby Lafayette, Frankie Lee, Joseph J. Dowling",George Loane Tucker,"Ernest Palmer, Phil Rosen","Robert Hobart Davis, Frank L. Packard",,,6.5,265.0,/25eKiwXuctD5TjA5E23JvM3ovxf.jpg
563505,Over the Hill to the Poorhouse,0.0,0.0,Released,1920.0,3000000.0,110.0,100000.0,tt0011549,en,Over the Hill to the Poorhouse,"The mother of a large family is abandoned by her children and faces consignment to the poorhouse. But one of her offspring, the one no one had faith in, returns to rescue her.",0.1471,"Acclaimed By Press, Public and Pulpit As The Most Absorbing Drama Ever Presented In The Theatre","Drama, Crime",Fox Film Corporation,United States of America,No Language,"Wallace Ray, Phyllis Diller, Mary Carr, Jerry Devine, James Sheridan, Stephen Carr, Johnnie Walker, Noel Tearle, William Welsh",Harry F. Millarde,"George Schneiderman, Harold S. Sintzenich","Paul Sloane, Will Carleton",,Erno Rapee,3.4,29.0,/qzmsk40pajv7ADUzGm2homSDtTm.jpg
234,The Cabinet of Dr. Caligari,7.9,1750.0,Released,1920.0,8811.0,77.0,18000.0,tt0010323,de,Das Cabinet des Dr. Caligari,"Francis, a young man, recalls in his memory the horrible experiences he and his fiancée Jane recently went through. Francis and his friend Alan visit The Cabinet of Dr. Caligari, an exhibit where the mysterious doctor shows the somnambulist Cesare, and awakens him for some moments from his death-like sleep.",2.1821,You must become Caligari!,"Drama, Horror, Thriller, Crime",Decla Film Gesellschaft Holz & Co.,Germany,No Language,"Friedrich Fehér, Henri Peters-Arnolds, Rudolf Klein-Rogge, Lil Dagover, Conrad Veidt, Werner Krauss, Rudolf Lettinger, Hans Heinrich von Twardowski, Hans Lanser-Rudolf, Ludwig Rex, Elsa Wagner",Robert Wiene,Willy Hameister,"Carl Mayer, Hans Janowitz","Rudolf Meinert, Erich Pommer","Giuseppe Becce, Alfredo Antonini",8.0,76203.0,/myK9DeIsXWGKgUTZyGXg2IfFk0W.jpg
10098,The Kid,8.1,2346.0,Released,1921.0,5450000.0,68.0,250000.0,tt0012349,en,The Kid,A tramp cares for a boy after he's abandoned as a newborn by his mother. Later the mother has a change of heart and aches to be reunited with her son.,3.602,6 reels of Joy.,"Comedy, Drama",Charles Chaplin Productions,United States of America,No Language,"Tom Wilson, Sarah Kernan, Dan Dillon, Baby Yanez, Silas Hathaway, Martha Hall, Frances Cochran, Jack Coogan Sr., Robert Dunbar, Kitty Bradbury, Florette Faulkner, Sadie Gordon, Lew Parker, Charles Reisner, Evans Quirk, Frank Campeau, Carl Miller, Rupert Franklin, Laura Pollard, Arthur Thalasso, Clyde McAtee, Gloria Faythe, Grace Keller, Edward Biby, Henry Bergman, Irene Jennings, Granville Redmond, J.B. Russell, Elsie Young, S.D. Wilcox, John McKinnon, Kathleen Kay, Esther Ralston, May White, George V. Sheldon, Edith Wilson, Bliss Chevalier, Amanda Yanez, Michael J. McCarthy, Frank Hale, Charlie Chaplin, Lulu Jenks, Charles I. Pierce, Philip D'Oench, Jackie Coogan, Lita Grey, Edna Purviance, Louise Hathaway, Flora Howard, Raymond Lee, Edgar Sherrod, Estelle Cook, Lillian Crane, Minnie Stearns, Ethel O'Neil, Walter Lynch, Ed Hunt, Nellie Bly Baker, V. Madison, Jules Hanft, Beulah Bains, Edith Valk, Albert Austin, Elsie Sindora, B.F. Blinn, Henry Roser",Charlie Chaplin,Roland Totheroh,Charlie Chaplin,Charlie Chaplin,Charlie Chaplin,8.2,145583.0,/A9NWYyn7eX0H9XIjaOvfWJ9mCGA.jpg
707496,Fool's Paradise,5.5,2.0,Released,1921.0,901937.0,109.0,291367.0,tt0012181,en,Fool's Paradise,"In a Mexican border town Arthur befriends cantina girl Poll. She falls for him but he still loves the dancer Rosa. When the cigar Poll gives him explodes and blinds him, Arthur is duped into thinking Poll is Rosa and marries her. When his vision is surgically restored, he leaves for Siam to find Rosa.",1.158,,Romance,Famous Players-Lasky Corporation,United States of America,No Language,"Conrad Nagel, Dorothy Dalton, Julia Faye, John Davidson, Clarence Burton, Theodore Kosloff, Mildred Harris",Cecil B. DeMille,"Alvin Wyckoff, Karl Struss","Leonard Merrick, Sada Cowan, Beulah Marie Dix",,,6.7,105.0,/aERr7tIe44autYq260wBhgIxEhp.jpg
35227,Foolish Wives,6.4,100.0,Released,1922.0,400200.0,143.0,1100000.0,tt0013140,en,Foolish Wives,A con artist masquerades as Russian nobility and attempts to seduce the wife of an American diplomat.,0.5771,,"Drama, Thriller",Universal Film Manufacturing Company,United States of America,No Language,"Malvina Polo, C.J. Allen, Louise Emmons, Agnes Emerson, Harrison Ford, Albert Edmondson, Dale Fuller, Cesare Gravina, Erich von Stroheim, Mae Busch, Maude George, Edward Reinach, Louis K. Webb, Miss DuPont, Nigel De Brulier, Rudolph Christians, Mrs. Kent, Mary Philbin, Robert Edeson",Erich von Stroheim,"Ben F. Reynolds, William H. Daniels",Erich von Stroheim,Irving Thalberg,,7.0,4362.0,/esdMep54xAUYUE4CCktAh2Rh3gk.jpg
889971,A Dangerous Adventure,0.0,0.0,Released,1922.0,142000.0,310.0,175000.0,tt0013046,en,A Dangerous Adventure,"Grace Darmond, who had made quite a splash in the 1921 (and still extant) serial The Hope Diamond Mystery, returned to the Saturday matinees as Marjorie Stanton, the treasure-hunting damsel-in-distress of A Dangerous Adventure, produced in 15 chapters and directed by two of the Warner Brothers, Sam and Jack L. Warner. Marjorie and her sister Edith (Derelys Perdue) accompany their uncle (Jack Richardson) on a treasure hunt to Darkest Africa, where the latter fiendishly attempts to sell Marjorie to Ubanga (Rex de Roselli), the local High Priest. Happily, also along for the ride is handsome MacDonald Hayden (Philo McCullough), a wild game hunter who rescues both girls from several fates worse than death.",2.172,,Adventure,Warner Bros. Pictures,United States of America,No Language,"Jack Richardson, Derelys Perdue, Philo McCullough, Grace Darmond, Rex De Rosselli, Robert Agnew","Jack L. Warner, Sam L. Warner",,Sam L. Warner,William Nicholas Selig,,5.3,16.0,/wrsoTzpElxYHfEZzaRgADtNb0K8.jpg
22596,Safety Last!,7.715,574.0,Released,1923.0,1500000.0,73.0,121000.0,tt0014429,en,Safety Last!,"When a store clerk organizes a contest to climb the outside of a tall building, circumstances force him to make the perilous climb himself.",2.6415,"You're Going to Explode With ""Safety Laughs"" when You see This Fun Bomb.","Comedy, Romance","Hal Roach Studios, Pathé Exchange",United States of America,No Language,"Ray Erlenborn, Charles Stevenson, Mickey Daniels, Anna Townsend, Bill Strother, Billie Latimer, Sam Lufkin, Patrick Youch, Roy Brooks, Westcott Clarke, Helen Gilmore, Noah Young, Earl Mohan, Harold Lloyd, Richard Daniels, Gus Leonard, Mildred Davis, Wally Howe, Fred C. Newmeyer, William Gillespie, Marie Mosquini, James T. Kelley","Fred C. Newmeyer, Sam Taylor",Walter Lundin,"Sam Taylor, Tim Whelan, Hal Roach",Hal Roach,,8.1,24837.0,/fEt5HWJ32ek8ibef7zSZnA00Jp0.jpg
40574,Girl Shy,7.0,67.0,Released,1924.0,1550000.0,80.0,400000.0,tt0014945,en,Girl Shy,"Harold Meadows is a shy, stuttering bachelor working in a tailor shop, who is writing a guidebook, The Secret of Making Love, for other bashful young men. Fate has him meet rich girl Mary, and they fall in love. But she is about to wed an already married man, so our hero embarks upon a hair-raising daredevil ride to prevent the wedding.",0.7823,,"Comedy, Romance",The Harold Lloyd Corporation,United States of America,No Language,"Andy De Villa, Ethel Broadhurst, Jackie Condon, Joe Cobb, Betsy Ann Hisle, Billy Butts, Judy King, Sammy Brooks, Carlton Griffin, Jobyna Ralston, Nola Luxford, Harold Lloyd, Mickey Daniels, Dorothy Dorr, Richard Daniels","Fred C. Newmeyer, Sam Taylor",Walter Lundin,"Sam Taylor, Tim Whelan, Ted Wilde, Harold Lloyd, Thomas J. Gray",Harold Lloyd,,7.6,3954.0,/dMxXZoNWqODqkeDY9SC5O4lLrae.jpg
28963,The Thief of Bagdad,7.3,178.0,Released,1924.0,1490419.0,149.0,1135654.0,tt0015400,en,The Thief of Bagdad,A recalcitrant thief vies with a duplicitous Mongol ruler for the hand of a beautiful princess.,1.3451,"""Happiness Must Be Earned""","Romance, Adventure, Fantasy",Douglas Fairbanks Pictures,United States of America,No Language,"Paul Malvern, K. Nambu, Anna May Wong, Tote Du Crow, Scotty Mattraw, David Sharpe, Jesse Lasky Jr., Laska Winter, Snitz Edwards, Noble Johnson, Mathilde Comont, Charles Stevens, Jess Weldon, Etta Lee, Douglas Fairbanks, Julanne Johnston, Sôjin Kamiyama, Brandon Hurst, Sam Baker, Eugene Jackson, Charles Belcher",Raoul Walsh,Arthur Edeson,"Lotta Woods, Douglas Fairbanks, James T. O'Donohoe, Achmed Abdullah",Douglas Fairbanks,,7.7,7678.0,/8t4CJ591N2FATf2yUiQNQk9p0tB.jpg
27511,He Who Gets Slapped,7.6,98.0,Released,1924.0,881000.0,72.0,172000.0,tt0014972,en,He Who Gets Slapped,"After a baron steals his scientific discoveries, runs away with his wife, and slaps him in public, a man joins a Parisian circus sideshow as a clown whose act consists of being slapped repeatedly and becomes infatuated with a showgirl colleague whose father intends to marry her off to the baron.",1.7403,,"Drama, Thriller, Romance",Metro-Goldwyn-Mayer,United States of America,No Language,"Tully Marshall, Marc McDermott, Ruth King, Clyde Cook, Edward Arnold, Ford Sterling, Lon Chaney, Paulette Duval, Pierre Watkin, Toby Wing, John Gilbert, Norma Shearer, Bela Lugosi, Brandon Hurst",Victor Sjöström,Milton Moore,"Leonid Andreyev, Carey Wilson, Victor Sjöström",Victor Sjöström,,7.7,4874.0,/gQzCd1kG5Z0nbOEhKZ7D3H4QUjp.jpg
144613,Beau Brummel,6.9,15.0,Released,1924.0,495000.0,127.0,343000.0,tt0014702,en,Beau Brummel,"George Bryan Brummel, a British military officer, loves Lady Margery, the betrothed of Lord Alvanley. Despite her own desperate love for Brummel, she submits to family pressure and marries Lord Alvanley. Brummel, broken-hearted, embarks upon a life of revelry.",0.5637,...the Most Beautiful Romance in all History,Drama,Warner Bros. Pictures,United States of America,No Language,"Mary Astor, John J. Richardson, Templar Saxe, John Barrymore, Irene Rich, Alec B. Francis, James A. Marcus, Clarissa Selwynne, Carmel Myers, William Humphrey, Claire de Lorez, George Beranger, Willard Louis, Michael Dark, Richard Tucker",Harry Beaumont,David Abel,"Clyde Fitch, Dorothy Farnum",,,6.6,560.0,/23uA2XhesdN1FaPLh89QctNlRNB.jpg
1405,Greed,7.3,199.0,Released,1924.0,274827.0,140.0,665603.0,tt0015881,en,Greed,"When housewife Trina wins the lottery, her comfortable life with her dentist husband John slowly deteriorates, in part by her own increasing paranoia and partly by the machinations of villainous acquaintance Marcus.",1.1018,The Film of Films,"Drama, Crime",Metro-Goldwyn-Mayer,United States of America,No Language,"Dale Fuller, James F. Fulton, Florence Gibson, Erich von Stroheim, Cesare Gravina, Sylvia Ashton, Austen Jewell, Chester Conklin, Frank Hayes, Lon Poff, Erich von Ritzau, Jack McDonald, James Wang, Zasu Pitts, Lillian Lawrence, S.S. Simon, Fanny Midgley, Tiny Jones, Gibson Gowland, Tempe Pigott, Jean Hersholt, Hughie Mack, Jack Curtis, Max Tyron, Joan Standing",Erich von Stroheim,"Ben F. Reynolds, William H. Daniels","Erich von Stroheim, Frank Norris, June Mathis","Louis B. Mayer, Irving Thalberg",William Axt,8.0,11585.0,/eur2vc2BGiOocBuBLVPXySO7lRh.jpg
3060,The Big Parade,7.5,121.0,Released,1925.0,20000000.0,151.0,382000.0,tt0015624,en,The Big Parade,"The story of an idle rich boy who joins the US Army's Rainbow Division and is sent to France to fight in World War I, becomes friends with two working class men, experiences the horrors of trench warfare, and finds love with a French girl.",1.8668,The epic of the American doughboy!,"Romance, War, Drama",Metro-Goldwyn-Mayer,United States of America,No Language,"John Gilbert, Arthur H. Allen, Hobart Bosworth, George Beranger, Robert Ober, Claire McDowell, Renée Adorée, Harry Crocker, Carl Voss, Julanne Johnston, Karl Dane, Rosita Marstini, Kathleen Key, Claire Adams, Dan Mason, Tom O'Brien, Carl Roup",King Vidor,"John Arnold, Charles Van Enger","Harry Behn, Joseph Farnham",Irving Thalberg,,7.9,7820.0,/8aBXJEkAHcwG2ghNYh6GIFd9ool.jpg
31510,Ben-Hur: A Tale of the Christ,7.275,111.0,Released,1925.0,9000000.0,143.0,3900000.0,tt0016641,en,Ben-Hur: A Tale of the Christ,"Erstwhile childhood friends, Judah Ben-Hur and Messala meet again as adults, this time with Roman officer Messala as conqueror and Judah as a wealthy, though conquered, Israelite. A slip of a brick during a Roman parade causes Judah to be sent off as a galley slave, his property confiscated and his mother and sister imprisoned. Years later, as a result of his determination to stay alive and his willingness to aid his Roman master, Judah returns to his homeland an exalted and wealthy Roman athlete. Unable to find his mother and sister, and believing them dead, he can think of nothing else than revenge against Messala.",1.0574,Amazing! Thrilling! Colossal! Mighty!,"Adventure, Drama, Romance",Metro-Goldwyn-Mayer,United States of America,No Language,"Harold Lloyd, Sid Grauman, Douglas Fairbanks, Satini Pualoa, Marion Davies, Leo White, Clarence Brown, William Donovan, Myrna Loy, Dorothy Gish, Joan Crawford, Ray Erlenborn, Sidney Franklin, Lillian Gish, Leonora Summers, Claire McDowell, Kathleen Key, Rupert Julian, Mitchell Lewis, George Fitzmaurice, Mary Pickford, William Green, Noble Johnson, Harry Gordon, Cliff Lyons, John Barrymore, Ramon Novarro, Manuel Caballero, Carlotta Monti, Clark Gable, Rosita Garcia, Carole Lombard, Charles Belcher, Bill Elliott, Gilbert Clayton, Tom Tyler, Claude Payton, May McAvoy, Gary Cooper, Betty Bronson, Reginald Barker, Jacob Dance, Mickey Millerick, Lionel Barrymore, Janet Gaynor, Christiane Yves, Winter Hall, Carmel Myers, Dale Fuller, Samuel Goldwyn, Nigel De Brulier, John Gilbert, Henry King, Francis X. Bushman, Frank Currier, Colleen Moore",Fred Niblo,"Clyde De Vinna, Percy Hilburn, René Guissart, Karl Struss","June Mathis, Lew Wallace, Carey Wilson","Samuel Goldwyn, Irving Thalberg, Louis B. Mayer, J.J. Cohn","William Axt, David Mendoza",7.8,8398.0,/aCohFCJNxPner7VzjzyNN7H8BgV.jpg
